elapsed, matched
2667, 566
2672, 567
2677, 568
2682, 569
2686, 570
2690, 571
2694, 572
2698, 573
2702, 574
2706, 575
2710, 576
2714, 577
2718, 578
2722, 579
2726, 580
2732, 581
2736, 582
2742, 583
2750, 584
2757, 585
2763, 586
2767, 587
2771, 588
2775, 589
2779, 590
2783, 591
2788, 592
2792, 593
2796, 594
2799, 595
2803, 596
2808, 597
2814, 598
2818, 599
2823, 600
2827, 601
2832, 602
2836, 603
2841, 604
2848, 605
2854, 606
2859, 607
2863, 608
2867, 609
2871, 610
2875, 611
2879, 612
2883, 613
2887, 614
2890, 615
2895, 616
2900, 617
2905, 618
2910, 619
2918, 620
2924, 621
2930, 622
2934, 623
2938, 624
2942, 625
2946, 626
2950, 627
2954, 628
2958, 629
2962, 630
2966, 631
2970, 632
2974, 633
2980, 634
2984, 635
2988, 636
2992, 637
2996, 638
3002, 639
3008, 640
3014, 641
3022, 642
3027, 643
3031, 644
3035, 645
3039, 646
3043, 647
3047, 648
3051, 649
3055, 650
3059, 651
3065, 652
3069, 653
3074, 654
3077, 655
3081, 656
3086, 657
3090, 658
3094, 659
3099, 660
3103, 661
3108, 662
3115, 663
3122, 664
3127, 665
3132, 666
3136, 667
3140, 668
3144, 669
3149, 670
3153, 671
3157, 672
3161, 673
3166, 674
3170, 675
3176, 676
3183, 677
3188, 678
3193, 679
3197, 680
3202, 681
3206, 682
3210, 683
3215, 684
3219, 685
3223, 686
3227, 687
3233, 688
3237, 689
3241, 690
3245, 691
3250, 692
3254, 693
3258, 694
3262, 695
3267, 696
3272, 697
3277, 698
3284, 699
3289, 700
3293, 701
3297, 702
3302, 703
3306, 704
3310, 705
3315, 706
3357, 707
3361, 708
3365, 709
3370, 710
3375, 711
3380, 712
3385, 713
3390, 714
3394, 715
3399, 716
3403, 717
3406, 718
3410, 719
3414, 720
3420, 721
3424, 722
3428, 723
3433, 724
3437, 725
3441, 726
3445, 727
3449, 728
3452, 729
3456, 730
3460, 731
3464, 732
3468, 733
3473, 734
3477, 735
3486, 736
3492, 737
3496, 738
3500, 739
3503, 740
3507, 741
3511, 742
3516, 743
3520, 744
3524, 745
3528, 746
3532, 747
3536, 748
3539, 749
3543, 750
3547, 751
3551, 752
3556, 753
3560, 754
3564, 755
3568, 756
3573, 757
3577, 758
3584, 759
3589, 760
3593, 761
3598, 762
3603, 763
3607, 764
3611, 765
3615, 766
3619, 767
3623, 768
3626, 769
3631, 770
3635, 771
3640, 772
3643, 773
3651, 774
3656, 775
3660, 776
3664, 777
3667, 778
3671, 779
3675, 780
3680, 781
3684, 782
3688, 783
3692, 784
3697, 785
3701, 786
3705, 787
3709, 788
3713, 789
3717, 790
3721, 791
3725, 792
3730, 793
3734, 794
3739, 795
3743, 796
3751, 797
3756, 798
3762, 799
3767, 800
3771, 801
3775, 802
3779, 803
3783, 804
3787, 805
3792, 806
3796, 807
3800, 808
3804, 809
3808, 810
3813, 811
3817, 812
3821, 813
3825, 814
3829, 815
3833, 816
3838, 817
3842, 818
3850, 819
3855, 820
3860, 821
3863, 822
3867, 823
3871, 824
3875, 825
3879, 826
3883, 827
3887, 828
3891, 829
3894, 830
3900, 831
3904, 832
3910, 833
3917, 834
3923, 835
3928, 836
3933, 837
3937, 838
3941, 839
3944, 840
3948, 841
3952, 842
3957, 843
3960, 844
3964, 845
3968, 846
3972, 847
3977, 848
3983, 849
3987, 850
3991, 851
3995, 852
3999, 853
4004, 854
4008, 855
4012, 856
4020, 857
4025, 858
4029, 859
4033, 860
4037, 861
4041, 862
4045, 863
4049, 864
4052, 865
4057, 866
4061, 867
4066, 868
4069, 869
4074, 870
4078, 871
4082, 872
4086, 873
4090, 874
4095, 875
4099, 876
4105, 877
4109, 878
4114, 879
4121, 880
4125, 881
4129, 882
4133, 883
4137, 884
4141, 885
4146, 886
4150, 887
4154, 888
4158, 889
4162, 890
4168, 891
4174, 892
4178, 893
4187, 894
4191, 895
4197, 896
4202, 897
4205, 898
4209, 899
4213, 900
4218, 901
4222, 902
4226, 903
4230, 904
4234, 905
4238, 906
4242, 907
4246, 908
4250, 909
4255, 910
4259, 911
4263, 912
4268, 913
4273, 914
4278, 915
4286, 916
4292, 917
4296, 918
4300, 919
4304, 920
4308, 921
4313, 922
4317, 923
4321, 924
4325, 925
4329, 926
4333, 927
4337, 928
4341, 929
4345, 930
4350, 931
4354, 932
4359, 933
4363, 934
4367, 935
4372, 936
4376, 937
4384, 938
4388, 939
4393, 940
4397, 941
4401, 942
4405, 943
4409, 944
4413, 945
4417, 946
4422, 947
4425, 948
4430, 949
4434, 950
4439, 951
4443, 952
4450, 953
4455, 954
4459, 955
4463, 956
4467, 957
4471, 958
4476, 959
4480, 960
4484, 961
4488, 962
4492, 963
4497, 964
4501, 965
4504, 966
4509, 967
4513, 968
4517, 969
4521, 970
4526, 971
4530, 972
4534, 973
4539, 974
4543, 975
4552, 976
4557, 977
4561, 978
4565, 979
4569, 980
4573, 981
4577, 982
4581, 983
4585, 984
4589, 985
4594, 986
4598, 987
4602, 988
4606, 989
4610, 990
4614, 991
4618, 992
4622, 993
4626, 994
4630, 995
4634, 996
4639, 997
4643, 998
4648, 999
4652, 1000
4657, 1001
4661, 1002
4665, 1003
4669, 1004
4673, 1005
4677, 1006
4681, 1007
4685, 1008
4689, 1009
4693, 1010
4697, 1011
4701, 1012
4705, 1013
4709, 1014
4714, 1015
4718, 1016
4722, 1017
4728, 1018
4732, 1019
4736, 1020
4741, 1021
4745, 1022
4751, 1023
4756, 1024
4760, 1025
4768, 1026
4772, 1027
4776, 1028
4780, 1029
4784, 1030
4788, 1031
4792, 1032
4796, 1033
4799, 1034
4802, 1035
4806, 1036
4809, 1037
4813, 1038
4819, 1039
4823, 1040
4826, 1041
4829, 1042
4833, 1043
4836, 1044
4842, 1045
4845, 1046
4849, 1047
4853, 1048
4857, 1049
4861, 1050
4865, 1051
4869, 1052
4873, 1053
4877, 1054
4881, 1055
4885, 1056
4889, 1057
4893, 1058
4897, 1059
4902, 1060
4909, 1061
4917, 1062
4925, 1063
4929, 1064
4933, 1065
4937, 1066
4941, 1067
4945, 1068
4949, 1069
4953, 1070
4957, 1071
4961, 1072
4965, 1073
4969, 1074
4973, 1075
4977, 1076
4981, 1077
4985, 1078
4989, 1079
4993, 1080
4997, 1081
5001, 1082
5006, 1083
5010, 1084
5017, 1085
5022, 1086
5026, 1087
5030, 1088
5034, 1089
5038, 1090
5042, 1091
5046, 1092
5050, 1093
5055, 1094
5058, 1095
5063, 1096
5067, 1097
5072, 1098
5076, 1099
5083, 1100
5089, 1101
5094, 1102
5099, 1103
5103, 1104
5107, 1105
5111, 1106
5115, 1107
5120, 1108
5124, 1109
5128, 1110
5132, 1111
5136, 1112
5140, 1113
5144, 1114
5148, 1115
5152, 1116
5157, 1117
5161, 1118
5165, 1119
5170, 1120
5175, 1121
5179, 1122
5185, 1123
5190, 1124
5194, 1125
5200, 1126
5204, 1127
5208, 1128
5212, 1129
5216, 1130
5220, 1131
5224, 1132
5228, 1133
5232, 1134
5236, 1135
5240, 1136
5247, 1137
5251, 1138
5256, 1139
5260, 1140
5264, 1141
5268, 1142
5273, 1143
5277, 1144
5283, 1145
5290, 1146
5294, 1147
5298, 1148
5302, 1149
5306, 1150
5310, 1151
5314, 1152
5318, 1153
5323, 1154
5327, 1155
5331, 1156
5336, 1157
5341, 1158
5345, 1159
5353, 1160
5359, 1161
5363, 1162
5367, 1163
5371, 1164
5375, 1165
5379, 1166
5383, 1167
5388, 1168
5392, 1169
5396, 1170
5400, 1171
5404, 1172
5409, 1173
5413, 1174
5417, 1175
5421, 1176
5425, 1177
5429, 1178
5434, 1179
5439, 1180
5443, 1181
5449, 1182
5455, 1183
5459, 1184
5463, 1185
5467, 1186
5471, 1187
5475, 1188
5480, 1189
5484, 1190
5488, 1191
5493, 1192
5497, 1193
5501, 1194
5505, 1195
5509, 1196
5513, 1197
5517, 1198
5522, 1199
5526, 1200
5530, 1201
5535, 1202
5540, 1203
5544, 1204
5549, 1205
5555, 1206
5560, 1207
5564, 1208
5568, 1209
5572, 1210
5576, 1211
5580, 1212
5584, 1213
5588, 1214
5592, 1215
5596, 1216
5601, 1217
5606, 1218
5610, 1219
5617, 1220
5622, 1221
5627, 1222
5631, 1223
5635, 1224
5639, 1225
5643, 1226
5647, 1227
5652, 1228
5657, 1229
5661, 1230
5666, 1231
5671, 1232
5675, 1233
5679, 1234
5683, 1235
5687, 1236
5691, 1237
5696, 1238
5701, 1239
5706, 1240
5710, 1241
5715, 1242
5720, 1243
5725, 1244
5728, 1245
5732, 1246
5736, 1247
5740, 1248
5744, 1249
5748, 1250
5753, 1251
5757, 1252
5761, 1253
5765, 1254
5769, 1255
5773, 1256
5778, 1257
5782, 1258
5786, 1259
5790, 1260
5794, 1261
5798, 1262
5803, 1263
5807, 1264
5811, 1265
5818, 1266
5823, 1267
5827, 1268
5831, 1269
5835, 1270
5839, 1271
5844, 1272
5847, 1273
5853, 1274
5857, 1275
5862, 1276
5867, 1277
5873, 1278
5877, 1279
5885, 1280
5890, 1281
5895, 1282
5899, 1283
5904, 1284
5908, 1285
5912, 1286
5916, 1287
5920, 1288
5924, 1289
5928, 1290
5932, 1291
5936, 1292
5940, 1293
5944, 1294
5948, 1295
5952, 1296
5956, 1297
5960, 1298
5965, 1299
5969, 1300
5974, 1301
5980, 1302
5987, 1303
5993, 1304
5997, 1305
6001, 1306
6005, 1307
6009, 1308
6013, 1309
6017, 1310
6021, 1311
6025, 1312
6029, 1313
6034, 1314
6039, 1315
6043, 1316
6054, 1317
6060, 1318
6064, 1319
6069, 1320
6075, 1321
6079, 1322
6086, 1323
6091, 1324
6095, 1325
6099, 1326
6103, 1327
6107, 1328
6111, 1329
6115, 1330
6119, 1331
6123, 1332
6127, 1333
6131, 1334
6136, 1335
6141, 1336
6145, 1337
6154, 1338
6159, 1339
6163, 1340
6167, 1341
6171, 1342
6176, 1343
6180, 1344
6184, 1345
6188, 1346
6192, 1347
6196, 1348
6201, 1349
6205, 1350
6209, 1351
6213, 1352
6217, 1353
6221, 1354
6225, 1355
6229, 1356
6234, 1357
6239, 1358
6244, 1359
6253, 1360
6260, 1361
6264, 1362
6268, 1363
6272, 1364
6276, 1365
6280, 1366
6284, 1367
6288, 1368
6292, 1369
6297, 1370
6301, 1371
6306, 1372
6310, 1373
6318, 1374
6323, 1375
6327, 1376
6332, 1377
6336, 1378
6340, 1379
6344, 1380
6348, 1381
6352, 1382
6356, 1383
6360, 1384
6364, 1385
6368, 1386
6372, 1387
6376, 1388
6381, 1389
6385, 1390
6389, 1391
6393, 1392
6397, 1393
6401, 1394
6407, 1395
6411, 1396
6420, 1397
6426, 1398
6430, 1399
6434, 1400
6439, 1401
6444, 1402
6448, 1403
6453, 1404
6457, 1405
6461, 1406
6465, 1407
6469, 1408
6473, 1409
6478, 1410
6482, 1411
6486, 1412
6490, 1413
6495, 1414
6499, 1415
6504, 1416
6508, 1417
6512, 1418
6519, 1419
6524, 1420
6528, 1421
6532, 1422
6536, 1423
6540, 1424
6544, 1425
6548, 1426
6552, 1427
6556, 1428
6561, 1429
6565, 1430
6569, 1431
6573, 1432
6578, 1433
6582, 1434
6587, 1435
6592, 1436
6596, 1437
6601, 1438
6606, 1439
6610, 1440
6616, 1441
6622, 1442
6626, 1443
6630, 1444
6635, 1445
6639, 1446
6644, 1447
6648, 1448
6652, 1449
6656, 1450
6661, 1451
6665, 1452
6669, 1453
6674, 1454
6679, 1455
6686, 1456
6691, 1457
6695, 1458
6700, 1459
6704, 1460
6708, 1461
6712, 1462
6716, 1463
6721, 1464
6725, 1465
6729, 1466
6733, 1467
6737, 1468
6741, 1469
6745, 1470
6750, 1471
6754, 1472
6758, 1473
6762, 1474
6766, 1475
6772, 1476
6776, 1477
6784, 1478
6790, 1479
6795, 1480
6799, 1481
6803, 1482
6807, 1483
6811, 1484
6815, 1485
6820, 1486
6825, 1487
6830, 1488
6835, 1489
6839, 1490
6843, 1491
6847, 1492
6852, 1493
6856, 1494
6860, 1495
6864, 1496
6869, 1497
6874, 1498
6878, 1499
6884, 1500
6889, 1501
6894, 1502
6898, 1503
6902, 1504
6906, 1505
6910, 1506
6914, 1507
6918, 1508
6924, 1509
6928, 1510
6932, 1511
6937, 1512
6942, 1513
6947, 1514
6954, 1515
6959, 1516
6963, 1517
6967, 1518
6971, 1519
6975, 1520
6980, 1521
6984, 1522
6988, 1523
6993, 1524
6997, 1525
7001, 1526
7006, 1527
7010, 1528
7014, 1529
7020, 1530
7025, 1531
7029, 1532
7034, 1533
7039, 1534
7054, 1535
7059, 1536
7064, 1537
7068, 1538
7072, 1539
7076, 1540
7080, 1541
7085, 1542
7089, 1543
7094, 1544
7098, 1545
7104, 1546
7107, 1547
7111, 1548
7119, 1549
7124, 1550
7128, 1551
7132, 1552
7136, 1553
7140, 1554
7144, 1555
7149, 1556
7153, 1557
7157, 1558
7161, 1559
7165, 1560
7169, 1561
7174, 1562
7178, 1563
7182, 1564
7186, 1565
7190, 1566
7195, 1567
7200, 1568
7205, 1569
7209, 1570
7215, 1571
7221, 1572
7227, 1573
7231, 1574
7235, 1575
7239, 1576
7244, 1577
7248, 1578
7252, 1579
7256, 1580
7260, 1581
7265, 1582
7269, 1583
7273, 1584
7277, 1585
7281, 1586
7285, 1587
7290, 1588
7294, 1589
7299, 1590
7303, 1591
7309, 1592
7313, 1593
7319, 1594
7324, 1595
7328, 1596
7332, 1597
7336, 1598
7340, 1599
7345, 1600
7349, 1601
7354, 1602
7358, 1603
7362, 1604
7366, 1605
7370, 1606
7374, 1607
7378, 1608
7383, 1609
7387, 1610
7391, 1611
7396, 1612
7400, 1613
7407, 1614
7411, 1615
7418, 1616
7424, 1617
7428, 1618
7432, 1619
7436, 1620
7440, 1621
7444, 1622
7449, 1623
7453, 1624
7457, 1625
7461, 1626
7466, 1627
7471, 1628
7475, 1629
7480, 1630
7487, 1631
7492, 1632
7497, 1633
7501, 1634
7505, 1635
7509, 1636
7513, 1637
7517, 1638
7521, 1639
7526, 1640
7530, 1641
7534, 1642
7539, 1643
7543, 1644
7547, 1645
7551, 1646
7556, 1647
7560, 1648
7565, 1649
7569, 1650
7575, 1651
7579, 1652
7585, 1653
7591, 1654
7596, 1655
7600, 1656
7605, 1657
7609, 1658
7613, 1659
7617, 1660
7621, 1661
7626, 1662
7630, 1663
7635, 1664
7641, 1665
7645, 1666
7652, 1667
7658, 1668
7663, 1669
7667, 1670
7671, 1671
7675, 1672
7680, 1673
7684, 1674
7688, 1675
7692, 1676
7697, 1677
7702, 1678
7706, 1679
7710, 1680
7714, 1681
7719, 1682
7723, 1683
7727, 1684
7732, 1685
7736, 1686
7741, 1687
7745, 1688
7752, 1689
7757, 1690
7761, 1691
7765, 1692
7769, 1693
7773, 1694
7778, 1695
7782, 1696
7788, 1697
7793, 1698
7799, 1699
7803, 1700
7807, 1701
7811, 1702
7816, 1703
7820, 1704
7825, 1705
7830, 1706
7834, 1707
7839, 1708
7843, 1709
7849, 1710
7853, 1711
7858, 1712
7862, 1713
7866, 1714
7870, 1715
7876, 1716
7880, 1717
7884, 1718
7889, 1719
7893, 1720
7898, 1721
7902, 1722
7906, 1723
7911, 1724
7915, 1725
7920, 1726
7924, 1727
7928, 1728
7932, 1729
7937, 1730
7941, 1731
7946, 1732
7953, 1733
7959, 1734
7963, 1735
7967, 1736
7971, 1737
7975, 1738
7981, 1739
7985, 1740
7991, 1741
7995, 1742
8000, 1743
8005, 1744
8010, 1745
8016, 1746
8022, 1747
8027, 1748
8031, 1749
8035, 1750
8039, 1751
8043, 1752
8047, 1753
8052, 1754
8056, 1755
8060, 1756
8065, 1757
8069, 1758
8073, 1759
8077, 1760
8081, 1761
8085, 1762
8089, 1763
8093, 1764
8096, 1765
8101, 1766
8105, 1767
8109, 1768
8113, 1769
8120, 1770
8125, 1771
8129, 1772
8133, 1773
8137, 1774
8141, 1775
8144, 1776
8148, 1777
8152, 1778
8156, 1779
8161, 1780
8166, 1781
8170, 1782
8174, 1783
8178, 1784
8182, 1785
8186, 1786
8190, 1787
8194, 1788
8198, 1789
8202, 1790
8207, 1791
8211, 1792
8217, 1793
8221, 1794
8226, 1795
8230, 1796
8234, 1797
8238, 1798
8241, 1799
8245, 1800
8249, 1801
8253, 1802
8257, 1803
8261, 1804
8265, 1805
8269, 1806
8274, 1807
8277, 1808
8284, 1809
8288, 1810
8293, 1811
8297, 1812
8301, 1813
8304, 1814
8308, 1815
8312, 1816
8316, 1817
8320, 1818
8324, 1819
8330, 1820
8334, 1821
8338, 1822
8342, 1823
8346, 1824
8350, 1825
8354, 1826
8358, 1827
8362, 1828
8366, 1829
8371, 1830
8375, 1831
8379, 1832
8384, 1833
8388, 1834
8392, 1835
8396, 1836
8400, 1837
8404, 1838
8408, 1839
8412, 1840
8416, 1841
8420, 1842
8424, 1843
8428, 1844
8432, 1845
8436, 1846
8440, 1847
8444, 1848
8448, 1849
8452, 1850
8456, 1851
8460, 1852
8464, 1853
8468, 1854
8472, 1855
8476, 1856
8481, 1857
8488, 1858
8493, 1859
8497, 1860
8501, 1861
8505, 1862
8509, 1863
8513, 1864
8517, 1865
8521, 1866
8525, 1867
8529, 1868
8533, 1869
8538, 1870
8542, 1871
8546, 1872
8553, 1873
8558, 1874
8562, 1875
8566, 1876
8570, 1877
8574, 1878
8578, 1879
8582, 1880
8586, 1881
8590, 1882
8594, 1883
8598, 1884
8602, 1885
8606, 1886
8610, 1887
8614, 1888
8618, 1889
8622, 1890
8626, 1891
8630, 1892
8634, 1893
8639, 1894
8643, 1895
8649, 1896
8655, 1897
8660, 1898
8664, 1899
8668, 1900
8673, 1901
8677, 1902
8682, 1903
8686, 1904
8690, 1905
8694, 1906
8698, 1907
8702, 1908
8706, 1909
8710, 1910
8714, 1911
8718, 1912
8723, 1913
8727, 1914
8731, 1915
8736, 1916
8741, 1917
8744, 1918
8749, 1919
8753, 1920
8757, 1921
8761, 1922
8765, 1923
8769, 1924
8773, 1925
8777, 1926
8781, 1927
8785, 1928
8789, 1929
8794, 1930
8798, 1931
8802, 1932
8807, 1933
8811, 1934
8818, 1935
8823, 1936
8828, 1937
8832, 1938
8835, 1939
8839, 1940
8843, 1941
8847, 1942
8851, 1943
8857, 1944
8861, 1945
8865, 1946
8869, 1947
8873, 1948
8877, 1949
8881, 1950
8885, 1951
8889, 1952
8893, 1953
8897, 1954
8901, 1955
8906, 1956
8910, 1957
8915, 1958
8921, 1959
8926, 1960
8930, 1961
8934, 1962
8938, 1963
8942, 1964
8946, 1965
8951, 1966
8955, 1967
8959, 1968
8963, 1969
8967, 1970
8972, 1971
8976, 1972
8979, 1973
8983, 1974
8987, 1975
8991, 1976
8996, 1977
9000, 1978
9005, 1979
9009, 1980
9014, 1981
9019, 1982
9024, 1983
9028, 1984
9032, 1985
9036, 1986
9041, 1987
9045, 1988
9049, 1989
9054, 1990
9057, 1991
9062, 1992
9066, 1993
9071, 1994
9075, 1995
9079, 1996
9086, 1997
9091, 1998
9095, 1999
9099, 2000
9103, 2001
9107, 2002
9110, 2003
9115, 2004
9119, 2005
9123, 2006
9127, 2007
9131, 2008
9136, 2009
9140, 2010
9144, 2011
9148, 2012
9153, 2013
9157, 2014
9161, 2015
9165, 2016
